Order_ID,Fecha,Categoria,Producto,Codigo_Producto,Canal,Region,Precio_Unitario,Costo_Unitario,Descuento,Cantidad,Ventas,Cliente_ID
ORD-22659,2023-01-31,Tecnología,Teclado Mecánico,PROD-614,Tienda Física,Sur,$235.29,974.66,0.1,1,235.29,CLI-9959
ORD-79545,2023-08-24,Oficina,Carpetas,PROD-516,Tienda Física,Norte,10.68,16.35,0.1,5,53.42,CLI-1199
ORD-63922,2024-01-22,Muebles,Archivador Metálico,PROD-416,Tienda Física,Centro,$255.44,559.15,0.2,4,1021.78,CLI-2515
ORD-89664,24/06/2024,Muebles,Mesa Reuniones,PROD-128,Tienda Física,Norte,223.2,520.08,0.05,4,892.8,CLI-4172
ORD-46216,10-10-2023,Muebles,Mesa Reuniones,PROD-247,Mayorista,Norte,209.53,517.25,0.15,3,628.6,CLI-9527
ORD-34073,02-16-2022,Oficina,Papel A4,PROD-151,Distribuidor,Centro,35.29,75.04,0.1,3,105.88,CLI-6187
ORD-78020,2023-01-10,Tecnología,Mouse Logitech,PROD-754,Online,Sur,129.31,298.49,0.15,1,129.31,CLI-1653
ORD-87587,05/01/2024,Tecnología,Mouse Logitech,PROD-877,Mayorista,Este,254.05,540.55,0.0,1,254.05,CLI-8255
ORD-29803,11/05/2023,Muebles,Archivador Metálico,PROD-945,Distribuidor,Sur,$253.14,397.08,,4,1012.56,CLI-2604
ORD-44684,2024-10-14,Tecnología,Teclado Mecánico,PROD-996,Online,Sur,733.73,851.09,0.1,1,733.73,CLI-7012
ORD-71042,2022-03-12,Tecnología,Mouse Logitech,PROD-706,Online,Oeste,84.83,124.53,0.15,1,84.83,CLI-8445
ORD-47189,11/06/2024,Oficina,Papel A4,PROD-934,Mayorista,Centro,55.66,75.31,0.1,2,111.31,CLI-3580
ORD-68354,06-01-2023,Tecnología,Mouse Logitech,PROD-675,Tienda Física,Sur,$259.28,455.57,0.1,2,518.56,CLI-2072
ORD-93136,2024-10-09,Oficina,Grapadora,PROD-154,Mayorista,Sur,$19.38,63.99,0.15,3,58.14,CLI-3138
ORD-76565,2024-07-30,Oficina,Grapadora,PROD-150,Distribuidor,Oeste,8.38,15.16,0.0,1,8.38,CLI-4787
ORD-87618,19/11/2023,Tecnología,Laptop Dell,PROD-308,Mayorista,Este,162.41,211.25,0.0,2,324.82,CLI-5999
ORD-37359,03-04-2022,Muebles,Mesa Reuniones,PROD-535,Tienda Física,Este,149.53,214.95,0.0,3,448.58,CLI-8532
ORD-81645,2023-02-11,Oficina,Bolígrafos,PROD-877,Tienda Física,Norte,21.79,27.57,0.2,4,87.16,CLI-8964
ORD-99609,2023-04-20,Muebles,Mesa Reuniones,PROD-867,Mayorista,Centro,262.97,513.36,0.05,4,1051.89,CLI-1045
ORD-51410,08/05/2023,Tecnología,Monitor LG,PROD-372,Tienda Física,Centro,$303.14,500.63,0.1,4,1212.58,CLI-8947
ORD-73471,2024-01-28,Oficina,Grapadora,PROD-325,Distribuidor,Norte,27.22,92.5,,5,136.08,CLI-8201
ORD-20321,2024-05-02,Muebles,Mesa Reuniones,PROD-472,Online,Sur,767.74,534.8,0.15,4,3070.95,CLI-1484
ORD-85755,2022-12-20,Tecnología,Mouse Logitech,PROD-401,Mayorista,Oeste,198.71,378.18,0.0,5,993.53,CLI-4948
ORD-51916,26/08/2024,Muebles,Silla Ergonómica,PROD-150,Online,Oeste,385.67,709.34,0.05,2,771.34,CLI-8475
ORD-24251,2024-10-18,Muebles,Escritorio Ejecutivo,PROD-250,Mayorista,Oeste,$213.80,225.45,0.1,3,641.4,CLI-6217
ORD-17042,2023-11-14,Muebles,Mesa Reuniones,PROD-389,Mayorista,Oeste,174.54,484.2,0.2,4,698.17,CLI-2148
ORD-65615,2023-12-21,Muebles,Archivador Metálico,PROD-757,Tienda Física,Centro,$224.21,463.07,0.0,1,224.21,CLI-2421
ORD-25340,2023-08-31,Muebles,Silla Ergonómica,PROD-984,Mayorista,Centro,108.41,244.69,0.15,5,542.03,CLI-3533
ORD-26868,2024-11-19,Tecnología,Mouse Logitech,PROD-459,Tienda Física,Norte,131.25,237.08,0.2,5,656.24,CLI-9250
ORD-10943,2023-09-24,Muebles,Archivador Metálico,PROD-940,Online,Sur,144.86,229.01,0.2,4,579.45,CLI-6387
ORD-15650,20/01/2022,Oficina,Calculadora,PROD-479,Tienda Física,Oeste,20.81,67.09,0.1,1,20.81,CLI-8109
ORD-11213,29/07/2024,Muebles,Estantería,PROD-962,Tienda Física,Este,426.48,449.94,0.15,3,1279.45,CLI-9088
ORD-77622,2024-12-25,Muebles,Silla Ergonómica,PROD-169,Mayorista,Oeste,$307.39,362.77,0.15,3,922.16,CLI-2815
ORD-25193,2024-09-27,Tecnología,Mouse Logitech,PROD-113,Distribuidor,Oeste,240.18,336.58,0.2,2,480.37,CLI-7912
ORD-16074,04-15-2022,Muebles,Archivador Metálico,PROD-627,Online,Sur,241.52,748.89,,5,1207.59,CLI-9358
ORD-62791,2022-12-10,Oficina,Papel A4,PROD-588,Mayorista,Sur,$8.32,17.51,0.0,5,41.61,CLI-1455
ORD-96175,01-10-2022,Tecnología,Mouse Logitech,PROD-335,Online,Sur,502.28,863.14,0.05,4,2009.13,CLI-3710
ORD-88286,2022-11-02,Tecnología,Laptop Dell,PROD-294,Tienda Física,Este,221.68,917.93,0.05,2,443.36,CLI-9250
ORD-52824,13/08/2023,Oficina,Calculadora,PROD-497,Tienda Física,Sur,24.09,14.65,0.2,1,24.09,CLI-2258
ORD-47817,2022-02-07,Tecnología,Mouse Logitech,PROD-374,Distribuidor,Oeste,$250.41,861.19,0.15,2,500.82,CLI-8312
ORD-95220,24/09/2022,Oficina,Grapadora,PROD-808,Online,Centro,$29.60,40.8,0.2,3,88.81,CLI-5611
ORD-64464,27/09/2024,Oficina,Carpetas,PROD-110,Online,Este,36.69,45.91,0.05,1,36.69,CLI-7137
ORD-19642,02-13-2022,Tecnología,Laptop Dell,PROD-702,Mayorista,Centro,64.46,135.63,0.2,4,257.83,CLI-2373
ORD-91769,02-27-2024,Oficina,Calculadora,PROD-604,Online,Este,16.88,59.97,0.15,5,84.38,CLI-5210
ORD-66252,08/06/2022,Tecnología,Mouse Logitech,PROD-967,Distribuidor,Este,340.53,679.11,,1,340.53,CLI-7327
ORD-70549,02/10/2022,Tecnología,Mouse Logitech,PROD-360,Distribuidor,Oeste,353.19,868.37,0.1,4,1412.77,CLI-2604
ORD-47914,04-03-2024,Muebles,Silla Ergonómica,PROD-545,Online,Sur,373.04,516.64,0.15,2,746.09,CLI-7912
ORD-98439,11/01/2023,Muebles,Escritorio Ejecutivo,PROD-469,Tienda Física,Norte,$127.30,376.76,0.1,4,509.19,CLI-5542
ORD-81834,25/07/2024,Tecnología,Teclado Mecánico,PROD-706,Mayorista,Este,$291.70,448.58,0.15,3,875.11,CLI-4305
ORD-46001,24/05/2022,Muebles,Silla Ergonómica,PROD-440,Tienda Física,Centro,251.34,508.0,0.0,1,251.34,CLI-7843
ORD-98450,01/09/2023,Tecnología,Mouse Logitech,PROD-306,Mayorista,Sur,307.82,631.41,0.1,3,923.47,CLI-8049
ORD-35373,2024-04-15,Tecnología,Mouse Logitech,PROD-672,Tienda Física,Oeste,669.96,754.19,0.1,5,3349.81,CLI-6304
ORD-93902,2022-04-20,Oficina,Papel A4,PROD-747,Tienda Física,Sur,$4.88,17.03,0.15,5,24.42,CLI-6749
ORD-57148,2022-01-21,Tecnología,Teclado Mecánico,PROD-966,Mayorista,Centro,183.7,525.53,0.15,5,918.5,CLI-6200
ORD-61275,2022-10-24,Muebles,Archivador Metálico,PROD-488,Tienda Física,Sur,63.3,183.22,0.1,5,316.52,CLI-4927
ORD-64113,2023-11-10,Tecnología,Teclado Mecánico,PROD-759,Online,Este,108.29,324.01,,1,-108.29,CLI-5698
ORD-12736,06/12/2023,Tecnología,Teclado Mecánico,PROD-814,Tienda Física,Oeste,147.35,736.56,0.15,2,294.71,CLI-1059
ORD-82700,12-07-2024,Tecnología,Laptop Dell,PROD-235,Distribuidor,Este,220.36,708.39,0.15,5,1101.78,CLI-3204
ORD-46785,06/11/2024,Tecnología,Laptop Dell,PROD-599,Online,Sur,95.6,346.79,0.05,1,95.6,CLI-9507
ORD-94004,22/12/2022,Muebles,Estantería,PROD-675,Mayorista,Este,103.93,206.04,0.05,3,311.79,CLI-4627
ORD-74443,01-25-2022,Tecnología,Teclado Mecánico,PROD-816,Mayorista,Oeste,96.82,261.6,0.15,5,484.11,CLI-3726
ORD-80584,10/01/2023,Muebles,Mesa Reuniones,PROD-838,Mayorista,Oeste,252.38,617.74,0.2,4,1009.53,CLI-6800
ORD-87851,06/02/2023,Muebles,Escritorio Ejecutivo,PROD-631,Tienda Física,Oeste,193.98,262.53,0.0,1,193.98,CLI-3176
ORD-13815,2023-03-22,Muebles,Estantería,PROD-400,Mayorista,Oeste,182.4,563.9,0.15,1,182.4,CLI-9567
ORD-47098,12-02-2022,Oficina,Grapadora,PROD-388,Online,Oeste,$25.81,60.88,0.0,3,77.42,CLI-3152
ORD-49131,2022-04-30,Tecnología,Monitor LG,PROD-895,Distribuidor,Oeste,$272.82,550.83,0.0,5,1364.11,CLI-6595
ORD-96414,02-04-2022,Muebles,Mesa Reuniones,PROD-285,Online,Este,$253.07,629.65,0.1,5,1265.37,CLI-7800
ORD-47717,2022-08-16,Muebles,Estantería,PROD-333,Distribuidor,Norte,294.06,420.01,0.1,5,1470.31,CLI-2634
ORD-89445,2022-04-20,Tecnología,Teclado Mecánico,PROD-235,Online,Este,176.28,624.92,0.0,3,528.83,CLI-7800
ORD-63596,2023-01-24,Tecnología,Teclado Mecánico,PROD-633,Online,Oeste,206.88,568.31,0.2,2,413.76,CLI-2403
ORD-56673,2023-10-24,Oficina,Calculadora,PROD-216,Mayorista,Oeste,$13.18,34.14,0.15,1,13.18,CLI-7914
ORD-80667,07/07/2024,Oficina,Papel A4,PROD-732,Online,Sur,20.44,14.63,0.05,3,61.32,CLI-8512
ORD-34523,2024-07-30,Muebles,Mesa Reuniones,PROD-610,Tienda Física,Centro,245.02,379.55,0.0,2,490.03,CLI-6365
ORD-65886,04-05-2022,Oficina,Calculadora,PROD-574,Distribuidor,Sur,36.65,83.15,0.15,4,146.61,CLI-1653
ORD-23137,2024-06-30,Tecnología,Webcam HD,PROD-566,Online,Este,847.36,812.75,0.0,3,2542.07,CLI-8840
ORD-86731,2024-08-20,Oficina,Papel A4,PROD-745,Online,Oeste,$40.84,52.04,0.2,2,81.69,CLI-5668
ORD-76384,2023-07-14,Oficina,Bolígrafos,PROD-404,Online,Norte,66.37,59.03,0.0,4,265.47,CLI-7910
ORD-99021,14/03/2022,Tecnología,Laptop Dell,PROD-564,Mayorista,Centro,330.23,650.0,0.0,1,330.23,CLI-1090
ORD-87668,2022-09-10,Muebles,Mesa Reuniones,PROD-659,Distribuidor,Centro,262.96,671.72,0.15,5,1314.78,CLI-1059
ORD-37281,2023-07-15,Oficina,Calculadora,PROD-993,Mayorista,Este,55.34,54.68,,5,276.71,CLI-8481
ORD-44576,2023-02-12,Oficina,Calculadora,PROD-165,Distribuidor,Sur,$10.15,24.16,0.0,1,10.15,CLI-5904
ORD-65468,2023-11-30,Muebles,Silla Ergonómica,PROD-349,Tienda Física,Este,$134.26,547.79,0.0,2,268.51,CLI-3726
ORD-78786,2024-06-21,Tecnología,Webcam HD,PROD-112,Online,Centro,691.28,509.38,0.0,4,2765.14,CLI-7317
ORD-66234,10/07/2022,Muebles,Estantería,PROD-169,Tienda Física,Sur,438.82,488.91,0.15,4,1755.3,CLI-6308
ORD-61050,10-27-2022,Tecnología,Webcam HD,PROD-381,Online,Oeste,123.67,508.21,0.15,3,371.02,CLI-1127
ORD-77733,2024-02-15,Oficina,Bolígrafos,PROD-319,Online,Este,23.34,53.2,0.05,4,93.37,CLI-2607
ORD-12375,10-14-2023,Oficina,Grapadora,PROD-901,Online,Sur,$45.92,48.71,0.05,2,91.84,CLI-6800
ORD-90046,2024-07-27,Oficina,Carpetas,PROD-878,Tienda Física,Norte,$79.69,57.21,0.2,1,79.69,CLI-2413
ORD-45565,30/07/2024,Tecnología,Teclado Mecánico,PROD-165,Tienda Física,Centro,490.64,785.58,0.15,4,1962.55,CLI-4076
ORD-70827,2023-05-05,Muebles,Silla Ergonómica,PROD-624,Distribuidor,Norte,207.19,299.7,0.1,5,-1035.96,CLI-9507
ORD-69233,08-14-2024,Muebles,Escritorio Ejecutivo,PROD-851,Distribuidor,Norte,$97.87,255.94,0.15,4,391.48,CLI-8109
ORD-41692,27/02/2024,Oficina,Calculadora,PROD-130,Tienda Física,Oeste,10.9,42.9,0.15,1,10.9,CLI-9138
ORD-20926,2022-12-19,Muebles,Mesa Reuniones,PROD-979,Mayorista,Sur,$175.27,316.31,0.05,1,175.27,CLI-8505
ORD-76767,14/10/2022,Tecnología,Monitor LG,PROD-646,Tienda Física,Centro,$114.35,348.79,0.0,3,343.06,CLI-1300
ORD-18689,06-11-2024,Muebles,Archivador Metálico,PROD-765,Tienda Física,Sur,507.81,599.47,0.05,4,2031.23,CLI-1142
ORD-17701,01/05/2022,Oficina,Bolígrafos,PROD-625,Distribuidor,Norte,83.67,51.82,0.15,1,83.67,CLI-2006
ORD-19371,08/04/2024,Muebles,Archivador Metálico,PROD-369,Mayorista,Este,127.36,424.62,0.0,5,636.81,CLI-3602
ORD-45324,12/04/2023,Oficina,Bolígrafos,PROD-147,Distribuidor,Este,$74.56,91.42,0.05,3,223.69,CLI-6574
ORD-60182,2024-11-24,Muebles,Escritorio Ejecutivo,PROD-183,Tienda Física,Centro,225.0,505.32,0.0,2,450.0,CLI-8159
ORD-39937,2024-07-07,Muebles,Escritorio Ejecutivo,PROD-334,Mayorista,Sur,$877.03,587.79,0.15,3,2631.09,CLI-7665
ORD-80315,2024-09-16,Muebles,Archivador Metálico,PROD-749,Mayorista,Centro,227.4,415.54,0.0,2,454.79,CLI-8306
ORD-71839,2024-08-14,Tecnología,Mouse Logitech,PROD-279,Tienda Física,Norte,359.97,802.35,0.0,2,719.94,CLI-2403
ORD-96995,28/06/2022,Muebles,Archivador Metálico,PROD-390,Online,Sur,332.22,623.94,0.05,4,1328.86,CLI-6560
ORD-59454,24/10/2023,Tecnología,Mouse Logitech,PROD-970,Mayorista,Este,$88.30,276.36,0.15,5,441.51,CLI-7506
ORD-72589,30/05/2023,Oficina,Calculadora,PROD-372,Online,Norte,$30.41,51.95,0.2,1,30.41,CLI-4616
ORD-48653,2024-12-10,Muebles,Archivador Metálico,PROD-892,Mayorista,Sur,$339.28,629.37,0.1,2,678.57,CLI-5097
ORD-43725,2022-05-31,Tecnología,Teclado Mecánico,PROD-749,Mayorista,Este,226.76,624.18,0.1,4,907.05,CLI-1123
ORD-27800,02-20-2023,Muebles,Mesa Reuniones,PROD-825,Online,Sur,282.0,402.96,0.2,2,564.0,CLI-2440
ORD-78214,2023-11-11,Tecnología,Webcam HD,PROD-868,Distribuidor,Norte,370.89,825.21,0.05,3,1112.68,CLI-9064
ORD-97892,2024-10-10,Oficina,Bolígrafos,PROD-111,Online,Oeste,$37.16,72.39,0.15,1,37.16,CLI-2413
ORD-58124,07-31-2024,Oficina,Bolígrafos,PROD-571,Tienda Física,Este,8.23,7.57,0.05,5,41.13,CLI-4366
ORD-31411,20/01/2023,Oficina,Papel A4,PROD-308,Online,Oeste,18.32,43.98,0.05,1,18.32,CLI-6916
ORD-78196,07-05-2022,Tecnología,Webcam HD,PROD-396,Distribuidor,Centro,177.99,327.83,0.0,5,889.97,CLI-6187
ORD-93331,2023-02-20,Oficina,Carpetas,PROD-945,Tienda Física,Este,66.16,83.6,,5,330.78,CLI-5520
ORD-45735,2022-08-30,Oficina,Papel A4,PROD-517,Distribuidor,Centro,59.54,99.82,0.0,1,59.54,CLI-3845
ORD-92985,03/07/2023,Oficina,Papel A4,PROD-834,Online,Oeste,$33.12,58.36,0.05,2,66.24,CLI-6377
ORD-97740,2024-05-27,Oficina,Carpetas,PROD-768,Online,Centro,42.6,68.63,0.1,5,213.01,CLI-4585
ORD-88745,2023-01-20,Tecnología,Teclado Mecánico,PROD-816,Mayorista,Centro,232.84,595.37,0.1,1,232.84,CLI-5134
ORD-78345,08/10/2022,Oficina,Calculadora,PROD-253,Online,Este,18.34,34.66,0.1,4,73.34,CLI-2985
ORD-93873,2024-11-09,Tecnología,Laptop Dell,PROD-547,Distribuidor,Oeste,398.16,562.59,0.2,5,1990.81,CLI-7612
ORD-89797,2023-02-03,Oficina,Papel A4,PROD-228,Distribuidor,Oeste,24.48,30.25,0.2,1,24.48,CLI-2860
ORD-18958,2024-05-27,Tecnología,Laptop Dell,PROD-908,Tienda Física,Norte,93.11,158.49,0.2,4,372.44,CLI-6798
ORD-17407,13/12/2022,Oficina,Papel A4,PROD-275,Distribuidor,Centro,6.56,27.51,0.1,5,32.82,CLI-1094
ORD-75328,2023-07-27,Tecnología,Mouse Logitech,PROD-419,Distribuidor,Este,407.73,610.32,0.2,3,1223.19,CLI-6377
ORD-94365,04/05/2024,Tecnología,Webcam HD,PROD-101,Mayorista,Este,220.62,388.25,0.0,4,882.47,CLI-2507
ORD-84394,2024-10-09,Tecnología,Monitor LG,PROD-887,Online,Oeste,206.6,688.93,0.0,5,1033.0,CLI-9631
ORD-41162,2022-07-24,Muebles,Silla Ergonómica,PROD-318,Distribuidor,Sur,187.18,268.78,0.1,1,-187.18,CLI-8055
ORD-61771,2022-01-19,Muebles,Estantería,PROD-267,Mayorista,Este,$109.28,478.09,0.15,3,327.83,CLI-9136
ORD-75494,01-22-2023,Tecnología,Monitor LG,PROD-116,Distribuidor,Sur,$393.38,391.78,0.05,4,1573.53,CLI-3580
ORD-29896,09-06-2024,Tecnología,Laptop Dell,PROD-173,Tienda Física,Este,283.47,739.27,0.0,3,850.4,CLI-3533
ORD-78149,2024-02-15,Muebles,Archivador Metálico,PROD-161,Distribuidor,Centro,$278.46,688.45,,3,835.37,CLI-3927
ORD-81737,2024-07-17,Muebles,Estantería,PROD-154,Distribuidor,Oeste,214.88,629.52,0.15,4,859.54,CLI-6099
ORD-65012,2022-07-18,Muebles,Escritorio Ejecutivo,PROD-107,Mayorista,Centro,469.38,705.1,0.05,1,469.38,CLI-8312
ORD-64212,2024-07-10,Muebles,Estantería,PROD-424,Mayorista,Centro,472.43,274.45,0.05,2,944.86,CLI-2606
ORD-70156,15/08/2024,Muebles,Silla Ergonómica,PROD-205,Tienda Física,Centro,222.99,505.3,0.0,3,668.98,CLI-7437
ORD-60206,15/06/2023,Oficina,Bolígrafos,PROD-463,Distribuidor,Este,66.83,43.9,0.05,2,133.66,CLI-6628
ORD-36544,2023-09-01,Oficina,Bolígrafos,PROD-449,Online,Centro,31.56,62.52,0.15,3,94.68,CLI-4616
ORD-11963,07/03/2023,Tecnología,Webcam HD,PROD-961,Distribuidor,Este,289.57,561.34,0.15,5,1447.83,CLI-8930
ORD-94285,03/01/2024,Tecnología,Teclado Mecánico,PROD-744,Mayorista,Oeste,485.72,619.82,0.15,2,971.44,CLI-2413
ORD-20732,2023-03-06,Tecnología,Laptop Dell,PROD-947,Mayorista,Sur,167.44,252.33,,5,837.21,CLI-2403
ORD-81391,13/04/2024,Tecnología,Laptop Dell,PROD-955,Mayorista,Oeste,$136.66,231.82,0.2,4,546.63,CLI-8625
ORD-98376,2024-05-03,Muebles,Estantería,PROD-496,Distribuidor,Centro,$224.43,243.62,0.1,5,1122.14,
ORD-24205,2022-02-17,Tecnología,Teclado Mecánico,PROD-252,Online,Este,$298.61,717.6,0.0,2,597.22,CLI-5267
ORD-89079,04/11/2024,Oficina,Carpetas,PROD-428,Distribuidor,Este,38.92,58.89,0.15,1,38.92,CLI-8406
ORD-84648,2022-10-26,Tecnología,Monitor LG,PROD-388,Distribuidor,Sur,287.9,938.54,0.05,3,863.69,CLI-9628
ORD-32947,2023-03-03,Muebles,Archivador Metálico,PROD-376,Online,Sur,157.77,308.62,0.1,3,473.32,CLI-3944
ORD-32694,2024-09-15,Tecnología,Laptop Dell,PROD-223,Online,Centro,105.48,178.14,0.05,1,105.48,CLI-4089
ORD-94006,04/12/2022,Tecnología,Webcam HD,PROD-385,Mayorista,Centro,127.16,414.5,0.15,1,127.16,CLI-5698
ORD-77862,10-22-2024,Oficina,Calculadora,PROD-642,Tienda Física,Centro,18.23,63.34,0.1,4,72.9,
ORD-20567,30/01/2023,Tecnología,Monitor LG,PROD-335,Tienda Física,Centro,85.0,430.28,0.2,1,85.0,CLI-6595
ORD-30742,14/08/2023,Oficina,Grapadora,PROD-522,Distribuidor,Centro,57.79,84.29,0.05,4,231.17,CLI-9323
ORD-73834,07/04/2024,Muebles,Silla Ergonómica,PROD-572,Online,Sur,298.34,544.76,0.1,1,298.34,CLI-9876
ORD-27432,09-25-2024,Oficina,Papel A4,PROD-325,Online,Este,19.49,25.02,0.2,3,58.46,CLI-3854
ORD-52897,10-20-2022,Muebles,Escritorio Ejecutivo,PROD-733,Tienda Física,Norte,130.29,526.21,0.05,1,130.29,CLI-2421
ORD-10861,2022-01-09,Muebles,Archivador Metálico,PROD-206,Tienda Física,Oeste,$91.85,161.3,0.15,3,275.55,CLI-8718
ORD-49162,06/09/2022,Muebles,Escritorio Ejecutivo,PROD-331,Tienda Física,Oeste,197.87,518.12,0.0,3,593.61,CLI-5954
ORD-11089,09-19-2024,Tecnología,Monitor LG,PROD-446,Tienda Física,Centro,76.61,124.56,0.15,2,153.22,CLI-2333
ORD-78196,08-19-2023,Oficina,Grapadora,PROD-183,Tienda Física,Norte,92.12,80.91,0.0,4,-368.47,CLI-5305
ORD-32501,2024-11-17,Muebles,Estantería,PROD-885,Tienda Física,Este,103.16,288.96,0.1,4,412.65,CLI-1127
ORD-72626,17/09/2022,Tecnología,Mouse Logitech,PROD-679,Tienda Física,Este,1324.9,746.76,0.1,1,1324.9,CLI-8406
ORD-30624,2023-10-13,Oficina,Calculadora,PROD-817,Tienda Física,Oeste,$43.10,48.27,0.15,4,172.42,CLI-5427
ORD-96271,2022-05-05,Tecnología,Monitor LG,PROD-396,Online,Norte,51.03,180.8,0.0,1,51.03,CLI-5542
ORD-59528,30/06/2024,Muebles,Mesa Reuniones,PROD-882,Online,Este,$585.55,514.68,0.1,2,1171.1,CLI-5218
ORD-84282,2023-05-22,Tecnología,Laptop Dell,PROD-810,Mayorista,Este,282.2,415.92,0.2,4,1128.79,CLI-3870
ORD-87928,16/10/2024,Oficina,Grapadora,PROD-936,Online,Centro,31.77,56.89,0.1,4,127.08,CLI-2225
ORD-91741,11-23-2023,Tecnología,Teclado Mecánico,PROD-942,Mayorista,Centro,177.93,617.8,0.05,5,889.64,CLI-7940
ORD-23432,2023-01-27,Tecnología,Monitor LG,PROD-184,Online,Este,$165.85,576.62,0.0,5,829.27,CLI-4496
ORD-79483,2024-09-06,Muebles,Estantería,PROD-120,Mayorista,Este,76.67,199.36,0.15,1,76.67,CLI-6218
ORD-55091,06-01-2023,Muebles,Escritorio Ejecutivo,PROD-150,Online,Oeste,$252.42,422.74,0.1,2,504.84,CLI-4927
ORD-70640,2023-06-26,Oficina,Bolígrafos,PROD-114,Mayorista,Oeste,37.77,91.69,0.0,1,37.77,CLI-2940
ORD-62048,2023-03-31,Tecnología,Mouse Logitech,PROD-588,Mayorista,Norte,79.32,189.64,0.05,3,237.96,CLI-8584
ORD-35317,2022-06-15,Muebles,Escritorio Ejecutivo,PROD-762,Tienda Física,Sur,275.4,271.21,0.15,1,275.4,CLI-1101
ORD-87883,2023-05-11,Muebles,Escritorio Ejecutivo,PROD-277,Mayorista,Centro,462.38,768.67,0.05,4,1849.51,CLI-7858
ORD-95177,2023-04-19,Muebles,Mesa Reuniones,PROD-213,Distribuidor,Sur,$372.40,347.08,0.2,1,372.4,CLI-1352
ORD-53230,2023-01-29,Tecnología,Monitor LG,PROD-266,Distribuidor,Este,$122.68,230.3,0.1,1,122.68,CLI-9801
ORD-77999,14/06/2023,Muebles,Estantería,PROD-658,Tienda Física,Oeste,252.28,326.77,0.05,2,504.55,CLI-6711
ORD-26582,2022-08-15,Muebles,Escritorio Ejecutivo,PROD-554,Mayorista,Sur,255.98,807.69,0.05,5,1279.91,CLI-8159
ORD-99760,08-23-2023,Oficina,Grapadora,PROD-159,Online,Centro,71.54,78.46,0.05,3,214.61,CLI-7572
ORD-40200,2024-04-04,Oficina,Grapadora,PROD-110,Mayorista,Sur,32.59,56.31,0.0,4,130.37,CLI-9688
ORD-97458,11/09/2023,Muebles,Archivador Metálico,PROD-332,Mayorista,Centro,115.44,345.54,0.0,1,115.44,CLI-8843
ORD-49363,08/02/2022,Oficina,Grapadora,PROD-327,Mayorista,Norte,28.15,79.46,0.2,5,140.74,CLI-2604
ORD-55486,2024-12-22,Tecnología,Webcam HD,PROD-795,Tienda Física,Centro,$266.83,407.85,0.0,4,1067.32,CLI-9673
ORD-81828,2022-01-02,Muebles,Mesa Reuniones,PROD-126,Tienda Física,Centro,187.56,401.5,0.0,1,-187.56,CLI-6304
ORD-75098,15/06/2022,Muebles,Silla Ergonómica,PROD-291,Tienda Física,Este,584.78,515.8,0.0,1,584.78,CLI-8833
ORD-68090,2024-02-20,Oficina,Bolígrafos,PROD-968,Mayorista,Sur,12.67,35.04,0.2,5,63.35,CLI-7803
ORD-95035,08/12/2023,Oficina,Papel A4,PROD-670,Online,Oeste,24.16,67.96,0.0,2,-48.32,CLI-8055
ORD-65202,2024-03-15,Muebles,Archivador Metálico,PROD-467,Tienda Física,Oeste,409.21,238.52,0.15,1,409.21,CLI-8335
ORD-48758,2022-02-26,Oficina,Bolígrafos,PROD-275,Online,Oeste,5.86,12.11,0.15,4,23.46,CLI-9544
ORD-48392,2024-10-23,Muebles,Estantería,PROD-666,Tienda Física,Sur,107.9,353.53,0.05,5,539.48,CLI-2455
ORD-14766,07/12/2024,Tecnología,Teclado Mecánico,PROD-891,Distribuidor,Este,50.96,183.54,0.05,2,101.91,CLI-7849
ORD-24333,03/12/2023,Muebles,Escritorio Ejecutivo,PROD-966,Tienda Física,Norte,83.85,169.96,0.2,2,167.7,CLI-2657
ORD-70439,2022-06-29,Muebles,Archivador Metálico,PROD-115,Online,Centro,86.76,239.2,0.0,5,433.81,CLI-2795
ORD-40038,17/01/2024,Oficina,Papel A4,PROD-745,Mayorista,Este,$15.89,81.44,0.0,4,63.57,CLI-5870
ORD-11340,2024-08-06,Tecnología,Laptop Dell,PROD-277,Online,Norte,325.34,743.42,0.05,1,325.34,CLI-9503
ORD-22805,2024-05-27,Tecnología,Mouse Logitech,PROD-718,Tienda Física,Oeste,194.2,352.03,0.1,2,388.41,CLI-9567
ORD-24864,2024-07-08,Muebles,Estantería,PROD-482,Tienda Física,Sur,1164.04,325.86,0.2,4,4656.14,CLI-2611
ORD-64823,04/01/2022,Muebles,Estantería,PROD-657,Distribuidor,Este,$346.31,424.89,0.0,1,346.31,CLI-1664
ORD-32880,29/12/2023,Tecnología,Mouse Logitech,PROD-525,Mayorista,Sur,157.5,352.31,0.2,3,472.5,CLI-8869
ORD-92555,24/11/2024,Muebles,Estantería,PROD-666,Mayorista,Este,98.76,217.02,0.1,4,395.02,CLI-7008
ORD-38844,2023-07-11,Muebles,Silla Ergonómica,PROD-564,Tienda Física,Este,$216.09,256.19,0.2,5,1080.47,CLI-2101
ORD-63276,2022-12-29,Muebles,Archivador Metálico,PROD-926,Distribuidor,Norte,$42.57,267.35,0.2,5,212.85,CLI-6852
ORD-51143,2024-09-19,Muebles,Archivador Metálico,PROD-490,Distribuidor,Sur,157.11,295.05,,4,628.43,CLI-2520
ORD-94211,2023-10-17,Muebles,Escritorio Ejecutivo,PROD-774,Mayorista,Norte,196.87,607.33,0.1,4,787.47,CLI-9183
